#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  14
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  8
#! SET periodic_psi true
   -3.141592654   -3.141592654   99.717573151   30.516498960  -18.650930003
   -2.692793703   -3.141592654  123.710338603   27.753380092  -10.876501932
   -2.243994753   -3.141592654  144.843249201   28.647165626   -6.204481093
   -1.795195802   -3.141592654  138.221982363  -13.208914981   -5.372720901
   -1.346396852   -3.141592654   96.262318420    0.444456815   -9.642290934
   -0.897597901   -3.141592654   81.227024679   -7.867128256  -19.121473985
   -0.448798951   -3.141592654   62.988051773  -18.506699619  -28.450621635
    0.000000000   -3.141592654  117.665453913   19.930469002  -20.655155977
    0.448798951   -3.141592654  125.579231583   10.194331380  -25.367998676
    0.897597901   -3.141592654  125.971648993   -9.488499992  -27.549456114
    1.346396852   -3.141592654  120.848762204  -12.564356782  -27.110629762
    1.795195802   -3.141592654  109.937019543  -18.133866388  -24.828290495
    2.243994753   -3.141592654   32.849026443   22.134737848  -38.591106671
    2.692793703   -3.141592654   74.054753219   36.852821078  -29.438695512

   -3.141592654   -2.356194490   87.180962764   43.473272099  -12.344398898
   -2.692793703   -2.356194490  117.120027500   36.507921140   -6.362324209
   -2.243994753   -2.356194490  141.288197553   32.743616091   -2.655703600
   -1.795195802   -2.356194490  135.244794660  -21.242989602   -2.281694127
   -1.346396852   -2.356194490   91.079254941  -12.653627502   -3.352395297
   -0.897597901   -2.356194490   68.406508155  -23.729837262  -12.694685800
   -0.448798951   -2.356194490   41.706172440  -35.151652461  -23.815699777
    0.000000000   -2.356194490  101.503103227   12.087785221  -20.538760098
    0.448798951   -2.356194490  106.517339677    5.724876916  -22.639763685
    0.897597901   -2.356194490  106.259137051   -8.445060107  -21.677607136
    1.346396852   -2.356194490  102.554424661   -7.374073941  -18.209118807
    1.795195802   -2.356194490   94.322072427   -9.424087489  -13.386201219
    2.243994753   -2.356194490    7.828251494   39.937324279  -22.559422574
    2.692793703   -2.356194490   54.283269951   52.801459447  -19.043795463

   -3.141592654   -1.570796327   81.985402257   47.553719366   -1.708783299
   -2.692793703   -1.570796327  114.650631283   36.877137333    0.142226392
   -2.243994753   -1.570796327  141.629638134   31.097244295    2.353069280
   -1.795195802   -1.570796327  135.387296913  -30.596744290    2.369615611
   -1.346396852   -1.570796327   92.345884981  -26.725716208    4.544848663
   -0.897597901   -1.570796327   62.870997965  -37.741576701   -1.977020379
