#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  71
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  47
#! SET periodic_psi true
   -3.141592654   -3.141592654   16.905466204  -53.194662342   22.429142980
   -3.053097086   -3.141592654   12.570944235  -44.442698265   20.595985442
   -2.964601518   -3.141592654    9.085122711  -34.095522140   18.592872095
   -2.876105950   -3.141592654    6.554412607  -23.078992402   16.903660346
   -2.787610383   -3.141592654    4.971907872  -12.935755711   15.782605931
   -2.699114815   -3.141592654    4.195862386   -5.037328423   15.299930488
   -2.610619247   -3.141592654    4.004719159    0.335630922   15.437385150
   -2.522123680   -3.141592654    4.205408695    4.001918992   16.118029376
   -2.433628112   -3.141592654    4.701418523    7.194519378   17.209775272
   -2.345132544   -3.141592654    5.484596153   10.432121735   18.524311893
   -2.256636977   -3.141592654    6.541823292   13.256820604   19.860738775
   -2.168141409   -3.141592654    7.794532292   14.683084742   21.058958656
   -2.079645841   -3.141592654    9.095051226   14.347493209   22.024290309
   -1.991150273   -3.141592654   10.306673453   12.849917243   22.746825855
   -1.902654706   -3.141592654   11.374394169   11.208802136   23.272251484
   -1.814159138   -3.141592654   12.319627706   10.135979756   23.679867206
   -1.725663570   -3.141592654   13.190996858    9.485280401   24.065031402
   -1.637168003   -3.141592654   14.010409306    8.945911048   24.559299237
   -1.548672435   -3.141592654   14.796436116    8.862180655   25.339671219
   -1.460176867   -3.141592654   15.640215479   10.497506669   26.638869737
   -1.371681299   -3.141592654   16.758076193   15.259248902   28.669823780
   -1.283185732   -3.141592654   18.455164635   23.463934020   31.484655855
   -1.194690164   -3.141592654   20.991122530   33.904861208   34.849332883
   -1.106194596   -3.141592654   24.461082371   44.171396793   38.233220535
   -1.017699029   -3.141592654   28.741651961   51.898508765   40.982130751
   -0.929203461   -3.141592654   33.542011555   55.806660055   42.501351556
   -0.840707893   -3.141592654   38.515340900   55.898930251   42.407239039
   -0.752212326   -3.141592654   43.355813088   52.961871826   40.571369696
   -0.663716758   -3.141592654   47.839307284   47.989720248   37.118907877
   -0.575221190   -3.141592654   51.823470935   41.844532780   32.389023368
   -0.486725622   -3.141592654   55.235878087   35.139406309   26.878784015
   -0.398230055   -3.141592654   58.050709810   28.390563842   21.156585625
   -0.309734487   -3.141592654   60.280462783   21.959719485   15.749313845
   -0.221238919   -3.141592654   61.962945822   16.071907869   11.045538287
   -0.132743352   -3.141592654   63.150253381   10.774005390    7.209664539
   -0.044247784   -3.141592654   63.891236903    5.958518485    4.180794935
    0.044247784   -3.141592654   64.213411963    1.262847332    1.696850803
    0.132743352   -3.141592654   64.102769917   -3.945042515   -0.611274127
    0.221238919   -3.141592654   63.483764757  -10.302546405   -3.124605902
    0.309734487   -3.141592654   62.233644293  -18.253769903   -6.150840486
    0.398230055   -3.141592654   60.211836565  -27.632069457   -9.830773279
    0.486725622   -3.141592654   57.328475584  -37.498898574  -14.062872875
    0.575221190   -3.141592654   53.611672487  -46.148945842  -18.454196557
    0.663716758   -3.141592654   49.259257034  -51.500904527  -22.373547286
    0.752212326   -3.141592654   44.648921631  -51.713486543  -25.098452201
    0.840707893   -3.141592654   40.291734380  -45.683605732  -26.049675125
    0.929203461   -3.141592654   36.747360295  -33.463678382  -25.016147147
    1.017699029   -3.141592654   34.511912690  -16.442837825  -22.255449370
    1.106194596   -3.141592654   33.902875379    2.784546563  -18.410179444
    1.194690164   -3.141592654   34.975138559   21.019874347  -14.275078500
    1.283185732   -3.141592654   37.509136419   35.432721596  -10.533477931
    1.371681299   -3.141592654   41.085578116   44.446295694   -7.578191539
    1.460176867   -3.141592654   45.213091508   47.977310297   -5.477773696
    1.548672435   -3.141592654   49.442261073   46.938650141   -4.068876617
    1.637168003   -3.141592654   53.422741005   42.540206690   -3.102921280
    1.725663570   -3.141592654   56.905820815   35.838380065   -2.362193206
    1.814159138   -3.141592654   59.730836686   27.792879786   -1.719959162
    1.902654706   -3.141592654   61.814960327   19.255657543   -1.126543536
    1.991150273   -3.141592654   63.146255285   10.824658187   -0.556074088
    2.079645841   -3.141592654   63.745946457    2.683402671    0.036148652
    2.168141409   -3.141592654   63.626084853   -5.504621990    0.739450222
    2.256636977   -3.141592654   62.758357843  -14.331964981    1.693677114
    2.345132544   -3.141592654   61.063166083  -24.156481715    3.055727856
    2.433628112   -3.141592654   58.455609560  -34.881001191    4.978620260
    2.522123680   -3.141592654   54.885859808  -45.748576288    7.571429082
    2.610619247   -3.141592654   50.392122172  -55.508590409   10.830749603
    2.699114815   -3.141592654   45.130240366  -62.903435287   14.554357018
    2.787610383   -3.141592654   39.354604844  -67.000039250   18.272827328
    2.876105950   -3.141592654   33.374493368  -67.556270660   21.341133276
    2.964601518   -3.141592654   27.486199509  -65.025756691   23.162405505
    3.053097086   -3.141592654   21.933037480  -60.092819596   23.463700115

   -3.141592654   -3.007907860   20.357508580  -55.386980362   28.674295823
   -3.053097086   -3.007907860   15.788824446  -47.382034969   27.111168097
   -2.964601518   -3.007907860   12.042609095  -36.924377210   25.329997538
   -2.876105950   -3.007907860    9.287338987  -25.267301935   23.762025996
   -2.787610383   -3.007907860    7.548591749  -14.262046143   22.633556365
   -2.699114815   -3.007907860    6.695088249   -5.456003852   22.028514017
   -2.610619247   -3.007907860    6.505880147    0.784323572   21.969301528
   -2.522123680   -3.007907860    6.780584371    5.194229674   22.415564984
   -2.433628112   -3.007907860    7.406645173    8.894833100   23.252288232
   -2.345132544   -3.007907860    8.350936627   12.334993081   24.293831863
   -2.256636977   -3.007907860    9.573486128   15.064925997   25.349462632
   -2.168141409   -3.007907860   10.974353564   16.198885847   26.278497123
   -2.079645841   -3.007907860   12.393290494   15.501896968   27.009205758
   -1.991150273   -3.007907860   13.691283083   13.660917207   27.533207769
   -1.902654706   -3.007907860   14.818382089   11.765565008   27.885683372
   -1.814159138   -3.007907860   15.807318686   10.594660367   28.150117739
   -1.725663570   -3.007907860   16.723369699   10.084397869   28.466888618
   -1.637168003   -3.007907860   17.612069098    9.970412543   29.043504381
   -1.548672435   -3.007907860   18.518991239   10.625571363   30.096200667
   -1.460176867   -3.007907860   19.561245504   13.251159137   31.774518212
   -1.371681299   -3.007907860   20.968975017   19.041121800   34.069086274
   -1.283185732   -3.007907860   23.035089610   27.947028339   36.744076484
   -1.194690164   -3.007907860   25.973556885   38.376993038   39.353491577
   -1.106194596   -3.007907860   29.805751383   47.740157631   41.334309374
   -1.017699029   -3.007907860   34.330465238   53.737077188   42.191626697
   -0.929203461   -3.007907860   39.195143289   55.374656569   41.613506263
   -0.840707893   -3.007907860   44.021447299   53.021344707   39.524313865
   -0.752212326   -3.007907860   48.504267611   47.822175435   36.065091263
   -0.663716758   -3.007907860   52.449452065   41.066609555   31.549156763
   -0.575221190   -3.007907860   55.766602137   33.824914008   26.396544026
   -0.486725622   -3.007907860   58.448759832   26.793282003   21.070670323
   -0.398230055   -3.007907860   60.537215467   20.437835050   15.994571547
   -0.309734487   -3.007907860   62.101188441   14.948542446   11.485801968
   -0.221238919   -3.007907860   63.215696797   10.278782910    7.714777463
   -0.132743352   -3.007907860   63.943307323    6.168538945    4.679233903
   -0.044247784   -3.007907860   64.317949802    2.227568722    2.222602678
    0.044247784   -3.007907860   64.330006320   -2.096863622    0.056839145
    0.132743352   -3.007907860   63.917385880   -7.486822949   -2.162888628
    0.221238919   -3.007907860   62.957804224  -14.510684541   -4.748885752
    0.309734487   -3.007907860   61.294808020  -23.384032374   -7.891170243
    0.398230055   -3.007907860   58.779264381  -33.607894098  -11.572150392
    0.486725622   -3.007907860   55.345498249  -43.839445773  -15.530757888
    0.575221190   -3.007907860   51.081092556  -52.014223523  -19.276386156
    0.663716758   -3.007907860   46.267894932  -55.875816931  -22.196490044
    0.752212326   -3.007907860   41.370676718  -53.701451746  -23.726701024
    0.840707893   -3.007907860   36.961722608  -44.843583376  -23.543208191
    0.929203461   -3.007907860   33.611487002  -30.005993715  -21.700487899
    1.017699029   -3.007907860   31.769696270  -11.175458588  -18.631059851
    1.106194596   -3.007907860   31.665968770    8.745673284  -14.997003604
    1.194690164   -3.007907860   33.256790105   26.627147751  -11.463301453
    1.283185732   -3.007907860   36.244263211   39.997631076   -8.505342260
    1.371681299   -3.007907860   40.168539171   47.740698837   -6.324103625
    1.460176867   -3.007907860   44.536030620   50.152274765   -4.873233057
    1.548672435   -3.007907860   48.921193723   48.347357032   -3.953545454
    1.637168003   -3.007907860   53.006651219   43.555598535   -3.323414020
    1.725663570   -3.007907860   56.572783370   36.722694926   -2.776654184
    1.814159138   -3.007907860   59.476058111   28.676152744   -2.198600596
    1.902654706   -3.007907860   61.640442923   20.177955624   -1.550116023
    1.991150273   -3.007907860   63.056563929   11.818704803   -0.826145773
    2.079645841   -3.007907860   63.750886359    3.839693746    0.005208858
    2.168141409   -3.007907860   63.747559239   -3.992881821    1.036571186
    2.256636977   -3.007907860   63.038236558  -12.223264441    2.427575936
    2.345132544   -3.007907860   61.565607952  -21.197663712    4.354133360
    2.433628112   -3.007907860   59.265209958  -30.876429093    6.967098817
    2.522123680   -3.007907860   56.099395945  -40.637291021   10.337579345
    2.610619247   -3.007907860   52.101049468  -49.485664801   14.390165297
    2.699114815   -3.007907860   47.392881300  -56.546418656   18.839688120
    2.787610383   -3.007907860   42.161284744  -61.235835606   23.156307112
    2.876105950   -3.007907860   36.626622925  -63.409833004   26.678595416
    2.964601518   -3.007907860   31.006232808  -63.185862205   28.842457225
    3.053097086   -3.007907860   25.510273007  -60.584953149   29.431379985

   -3.141592654   -2.874223066   24.428048937  -56.776183341   31.578972094
   -3.053097086   -2.874223066   19.698243534  -49.498104380   30.768755078
