  -0.1142191606    1.3942525395    2.1516445117
   0.4107808394    2.3035792135    1.8702978596
  -0.6392191606    2.3035792135    1.8702978596
   0.4107808394    2.3035792135   -1.7670088363
  -0.6392191606    2.3035792135   -1.7670088363
  -0.1142191606    1.3942525395   -2.0483554883
  -1.2422388935    0.5933095641    2.1396564957
  -1.7672388935    1.5026362381    1.8583098437
  -2.2922388935    0.5933095641    1.8583098437
  -1.7672388935    1.5026362381   -1.7789968522
  -2.2922388935    0.5933095641   -1.7789968522
  -1.2422388935    0.5933095641   -2.0603435043
  -1.0703163066   -0.7801060772    2.0878996630
  -2.1203163066   -0.7801060772    1.8065530110
  -1.5953163066   -1.6894327512    1.8065530110
  -2.8153014154   -0.2677322195   -1.0621003370
  -2.1203163066   -0.7801060772   -1.8307536849
  -1.5953163066   -1.6894327512   -1.8307536849
  -1.0703163066   -0.7801060772   -2.1121003370
   0.1120499630   -1.3677736303    2.0493353794
  -0.4129500370   -2.2771003043    1.7679887273
   0.6370499630   -2.2771003043    1.7679887273
  -1.0789147032   -2.7422201239    0.9993353794
  -0.1467713941   -3.1679157094    0.9993353794
   0.8675458672   -3.0220789040    0.9993353794
  -0.6326202998   -3.3313077399   -0.0506646206
   0.3651769916   -3.4524622659   -0.0506646206
   1.3049859312   -3.0960397487   -0.0506646206
  -1.0789147032   -2.7422201239   -1.1006646206
  -0.1467713941   -3.1679157094   -1.1006646206
   0.8675458672   -3.0220789040   -1.1006646206
   1.6419985170   -2.3510118630   -1.1006646206
  -0.4129500370   -2.2771003043   -1.8693179686
   0.6370499630   -2.2771003043   -1.8693179686
   0.1120499630   -1.3677736303   -2.1506646206
   1.1829282159   -0.5945273506    2.0611804170
   2.2329282159   -0.5945273506    1.7798337650
   1.7079282159   -1.5038540246    1.7798337650
   2.2329282159   -0.5945273506   -1.8574729309
   1.7079282159   -1.5038540246   -1.8574729309
   1.1829282159   -0.5945273506   -2.1388195830
   1.1290301892    0.7886089733    2.1115345657
   2.1790301892    0.7886089733    1.8301879136
   1.6540301892    1.6979356473    1.8301879136
   2.1790301892    0.7886089733   -1.8071187823
   1.6540301892    1.6979356473   -1.8071187823
   1.1290301892    0.7886089733   -2.0884654343
   0.1031425820    3.4049908004    1.4504880353
  -1.0008927535    3.0462679745    1.4504880353
   1.0219613400    3.4928721890    0.6104880353
   0.0754454281    4.0393434056    0.6104880353
  -1.0008927535    3.8495559438    0.6104880353
  -1.7034226075    3.0123134663    0.6104880353
   1.0219613400    3.4928721890   -0.4278090658
   0.0754454281    4.0393434056   -0.4278090658
  -1.0008927535    3.8495559438   -0.4278090658
  -1.7034226075    3.0123134663   -0.4278090658
   0.1031425820    3.4049908004   -1.2678090658
  -1.0008927535    3.0462679745   -1.2678090658
  -3.0284970437    1.5966112067    1.4285797559
  -3.0284970437    0.4357597573    1.4285797559
  -1.9521588621    2.5896866377    0.5885797559
  -3.0284970437    2.3998991759    0.5885797559
  -3.7310268978    1.5626566985    0.5885797559
  -3.7310268978    0.4697142655    0.5885797559
  -1.9521588621    2.5896866377   -0.4497173452
  -3.0284970437    2.3998991759   -0.4497173452
  -3.7310268978    1.5626566985   -0.4497173452
  -3.7310268978    0.4697142655   -0.4497173452
  -3.0284970437    1.5966112067   -1.2897173452
  -3.0284970437    0.4357597573   -1.2897173452
  -2.7248507460   -0.8532121071    1.3363017818
  -2.7248507460   -2.0140635565    1.3363017818
  -1.6208154105   -2.3727863824    1.3363017818
  -3.4273806000   -0.8871666153    0.4963017818
  -3.4273806000   -1.9801090483    0.4963017818
  -2.7248507460   -2.8173515258    0.4963017818
  -1.6485125644   -3.0071389876    0.4963017818
  -3.4273806000   -0.8871666153   -0.5419953193
  -3.4273806000   -1.9801090483   -0.5419953193
  -2.7248507460   -2.8173515258   -0.5419953193
  -1.6485125644   -3.0071389876   -0.5419953193
  -2.7248507460   -0.8532121071   -1.3819953193
  -2.7248507460   -2.0140635565   -1.3819953193
  -1.6208154105   -2.3727863824   -1.3819953193
   3.1209442855   -1.0993005030    1.2881617416
   2.4386129234   -2.0384490535    1.2881617416
   3.7312400090   -1.0993005030    0.4481617416
   3.3574316814   -0.0722705637    0.4481617416
   2.4109157696   -2.6728016587    0.4481617416
   3.3574316814   -2.1263304422    0.4481617416
   3.7312400090   -1.0993005030   -0.5901353595
   3.3574316814   -0.0722705637   -0.5901353595
   2.4109157696   -2.6728016587   -0.5901353595
   3.3574316814   -2.1263304422   -0.5901353595
   3.1209442855   -1.0993005030   -1.4301353595
   2.4386129234   -2.0384490535   -1.4301353595
   3.0218247643    1.3673678279    1.3780126353
   2.3394934022    2.3065163784    1.3780126353
   3.6321204878    1.3673678279    0.5380126353
   3.2583121602    2.3943977671    0.5380126353
   2.3117962484    2.9408689836    0.5380126353
   3.2583121602    0.3403378886    0.5380126353
   3.6321204878    1.3673678279   -0.5002844658
   3.2583121602    2.3943977671   -0.5002844658
   2.3117962484    2.9408689836   -0.5002844658
